trade-date,index,,index2
20170530,6.84E-05,6.84E+00,6.84
20170531,0.000162464,1.62E+01,16.2464
20170601,0.000143173,1.43E+01,14.3173
20170602,0.000255715,2.56E+01,25.5715
20170605,0.000127735,1.28E+01,12.7735
20170606,0.000131684,1.32E+01,13.1684
20170607,5.46E-05,5.46E+00,5.46
20170608,0.00011895,1.19E+01,11.895
20170609,0.000171443,1.71E+01,17.1443
20170612,0.000171099,1.71E+01,17.1099
20170613,6.71E-05,6.71E+00,6.71
20170614,7.64E-05,7.64E+00,7.64
20170615,0.00010287,1.03E+01,10.287
20170616,3.58E-05,3.58E+00,3.58
20170619,6.19E-05,6.19E+00,6.19
20170620,0.000229775,2.30E+01,22.9775
20170621,9.37E-05,9.37E+00,9.37
20170622,9.34E-05,9.34E+00,9.34
20170623,0.00012192,1.22E+01,12.192
20170626,7.82E-05,7.82E+00,7.82
20170627,8.07E-05,8.07E+00,8.07
20170628,6.48E-05,6.48E+00,6.48
20170629,6.90E-05,6.90E+00,6.9
20170630,6.04E-05,6.04E+00,6.04
20170703,6.92E-05,6.92E+00,6.92
20170704,3.35E-05,3.35E+00,3.35
20170705,0.00017952,1.80E+01,17.952
20170706,9.72E-05,9.72E+00,9.72
20170707,0.000244266,2.44E+01,24.4266
20170710,0.000138837,1.39E+01,13.8837
20170711,0.000159314,1.59E+01,15.9314
20170712,0.000105133,1.05E+01,10.5133
20170713,0.000165856,1.66E+01,16.5856
20170714,0.000178217,1.78E+01,17.8217
20170717,0.000122043,1.22E+01,12.2043
20170718,8.87E-05,8.87E+00,8.87
20170719,6.83E-05,6.83E+00,6.83
20170720,8.17E-05,8.17E+00,8.17
20170721,0.000157483,1.57E+01,15.7483
20170724,0.000212467,2.12E+01,21.2467
20170725,7.50E-05,7.50E+00,7.5
20170726,5.81E-05,5.81E+00,5.81
20170727,0.000172916,1.73E+01,17.2916
20170728,4.75E-05,4.75E+00,4.75
20170731,0.000105307,1.05E+01,10.5307
20170801,6.79E-05,6.79E+00,6.79
20170802,7.51E-05,7.51E+00,7.51
20170803,0.000100834,1.01E+01,10.0834
20170804,0.000143664,1.44E+01,14.3664
20170807,9.49E-05,9.49E+00,9.49
20170808,0.000122575,1.23E+01,12.2575
20170809,4.66E-05,4.66E+00,4.66
20170810,9.29E-05,9.29E+00,9.29
20170811,0.000110377,1.10E+01,11.0377
20170814,8.99E-05,8.99E+00,8.99
20170815,7.53E-05,7.53E+00,7.53
20170816,4.66E-05,4.66E+00,4.66
20170817,4.92E-05,4.92E+00,4.92
20170818,4.41E-05,4.41E+00,4.41
20170821,7.28E-05,7.28E+00,7.28
20170822,0.000135998,1.36E+01,13.5998
20170823,3.83E-05,3.83E+00,3.83
20170824,6.87E-05,6.87E+00,6.87
20170825,3.23E-05,3.23E+00,3.23
20170828,5.50E-05,5.50E+00,5.5
20170829,0.000146699,1.47E+01,14.6699
20170830,7.05E-05,7.05E+00,7.05
20170831,9.73E-05,9.73E+00,9.73
20170901,8.78E-05,8.78E+00,8.78
20170904,5.40E-05,5.40E+00,5.4
20170905,0.000118656,1.19E+01,11.8656
20170906,7.25E-05,7.25E+00,7.25
20170907,0.0001054,1.05E+01,10.54
20170908,4.30E-05,4.30E+00,4.3
20170911,6.63E-05,6.63E+00,6.63
20170912,0.000144063,1.44E+01,14.4063
20170913,5.97E-05,5.97E+00,5.97
20170914,5.07E-05,5.07E+00,5.07
20170915,8.86E-05,8.86E+00,8.86
20170918,0.00012175,1.22E+01,12.175
20170919,4.57E-05,4.57E+00,4.57
20170920,3.53E-05,3.53E+00,3.53
20170921,7.87E-05,7.87E+00,7.87
20170922,6.51E-05,6.51E+00,6.51
20170925,8.27E-05,8.27E+00,8.27
20170926,0.000111272,1.11E+01,11.1272
20170927,5.57E-05,5.57E+00,5.57
20170928,8.88E-05,8.88E+00,8.88
20170929,9.08E-05,9.08E+00,9.08
20171002,7.52E-05,7.52E+00,7.52
20171003,5.58E-05,5.58E+00,5.58
20171004,3.16E-05,3.16E+00,3.16
20171005,4.99E-05,4.99E+00,4.99
20171006,0.000107016,1.07E+01,10.7016
20171009,8.05E-05,8.05E+00,8.05
20171010,0.00010071,1.01E+01,10.071
20171011,0.000102798,1.03E+01,10.2798
20171012,5.43E-05,5.43E+00,5.43
20171013,8.50E-05,8.50E+00,8.5
20171016,8.52E-05,8.52E+00,8.52
20171017,6.21E-05,6.21E+00,6.21
20171018,2.58E-05,2.58E+00,2.58
20171019,0.000107041,1.07E+01,10.7041
20171020,0.000112471,1.12E+01,11.2471
20171023,8.55E-05,8.55E+00,8.55
20171024,0.000102825,1.03E+01,10.2825
20171025,3.29E-05,3.29E+00,3.29
20171026,4.86E-05,4.86E+00,4.86
20171027,0.000106397,1.06E+01,10.6397
20171030,0.000109415,1.09E+01,10.9415
20171031,4.35E-05,4.35E+00,4.35
20171101,7.12E-05,7.12E+00,7.12
20171102,5.98E-05,5.98E+00,5.98
20171103,4.35E-05,4.35E+00,4.35
20171106,4.34E-05,4.34E+00,4.34
20171107,5.88E-05,5.88E+00,5.88
20171108,2.62E-05,2.62E+00,2.62
20171109,4.35E-05,4.35E+00,4.35
20171211,6.83E-05,6.83E+00,6.83
20171212,9.25E-05,9.25E+00,9.25
20171213,4.49E-05,4.49E+00,4.49
20171214,6.98E-05,6.98E+00,6.98
20171215,5.84E-05,5.84E+00,5.84
20171218,5.32E-05,5.32E+00,5.32
20171219,3.60E-05,3.60E+00,3.6
20171220,1.24E-05,1.24E+00,1.24
20171221,2.98E-05,2.98E+00,2.98
20171222,2.09E-05,2.09E+00,2.09
20171226,2.43E-05,2.43E+00,2.43
20171227,4.28E-05,4.28E+00,4.28
20171228,1.59E-05,1.59E+00,1.59
20171229,2.41E-05,2.41E+00,2.41
20180102,5.80E-05,5.80E+00,5.8
20180103,3.51E-05,3.51E+00,3.51
20180104,2.33E-05,2.33E+00,2.33
20180105,5.72E-05,5.72E+00,5.72
20180108,3.24E-05,3.24E+00,3.24
20180109,3.04E-05,3.04E+00,3.04
20180110,1.94E-05,1.94E+00,1.94
20180111,5.22E-05,5.22E+00,5.22
20180112,6.21E-05,6.21E+00,6.21
20180115,3.41E-05,3.41E+00,3.41
20180116,5.32E-05,5.32E+00,5.32
20180117,5.19E-05,5.19E+00,5.19
20180118,2.27E-05,2.27E+00,2.27
20180119,6.46E-05,6.46E+00,6.46
20180122,2.69E-05,2.69E+00,2.69
20180123,4.44E-05,4.44E+00,4.44
20180124,2.73E-05,2.73E+00,2.73
20180125,4.94E-05,4.94E+00,4.94
20180126,5.31E-05,5.31E+00,5.31
20180129,6.06E-05,6.06E+00,6.06
20180130,8.10E-05,8.10E+00,8.1
20180131,2.09E-05,2.09E+00,2.09
20180201,5.77E-05,5.77E+00,5.77
20180202,9.62E-05,9.62E+00,9.62
20180205,8.69E-05,8.69E+00,8.69
20180206,0.000130909,1.31E+01,13.0909
20180207,7.02E-05,7.02E+00,7.02
20180208,0.000116432,1.16E+01,11.6432
20180209,7.21E-05,7.21E+00,7.21
20180212,0.000178233,1.78E+01,17.8233
20180213,0.000121521,1.22E+01,12.1521
20180214,8.70E-05,8.70E+00,8.7
20180215,0.000108912,1.09E+01,10.8912
20180216,0.000104613,1.05E+01,10.4613
20180219,4.11E-05,4.11E+00,4.11
20180220,7.32E-05,7.32E+00,7.32
20180221,9.34E-05,9.34E+00,9.34
20180222,6.62E-05,6.62E+00,6.62
20180223,3.87E-05,3.87E+00,3.87
20180226,6.83E-05,6.83E+00,6.83
20180227,3.69E-05,3.69E+00,3.69
20180228,2.99E-05,2.99E+00,2.99
20180301,0.000127175,1.27E+01,12.7175
20180302,0.000105588,1.06E+01,10.5588
20180305,5.40E-05,5.40E+00,5.4
20180306,7.57E-05,7.57E+00,7.57
20180307,8.65E-05,8.65E+00,8.65
20180308,6.48E-05,6.48E+00,6.48
20180309,6.49E-05,6.49E+00,6.49
20180312,7.10E-05,7.10E+00,7.1
20180313,0.000219579,2.20E+01,21.9579
20180314,0.000178317,1.78E+01,17.8317
20180315,0.000124715,1.25E+01,12.4715
20180316,3.97E-05,3.97E+00,3.97
20180319,0.000102996,1.03E+01,10.2996
20180320,7.10E-05,7.10E+00,7.1
20180321,6.51E-05,6.51E+00,6.51
20180322,8.88E-05,8.88E+00,8.88
20180323,0.00011242,1.12E+01,11.242
20180326,5.04E-05,5.04E+00,5.04
20180327,0.000140523,1.41E+01,14.0523
20180328,3.35E-05,3.35E+00,3.35
20180329,4.08E-05,4.08E+00,4.08
20180402,7.99E-05,7.99E+00,7.99
20180403,7.28E-05,7.28E+00,7.28
20180404,0.000121434,1.21E+01,12.1434
20180405,0.000110242,1.10E+01,11.0242
20180406,6.81E-05,6.81E+00,6.81
20180409,6.79E-05,6.79E+00,6.79
20180410,7.82E-05,7.82E+00,7.82
20180411,8.19E-05,8.19E+00,8.19
20180412,0.000138253,1.38E+01,13.8253
20180413,0.000129605,1.30E+01,12.9605
20180416,9.37E-05,9.37E+00,9.37
20180417,7.76E-05,7.76E+00,7.76
20180418,5.03E-05,5.03E+00,5.03
20180419,9.92E-05,9.92E+00,9.92
20180420,0.000129191,1.29E+01,12.9191
20180423,0.000149117,1.49E+01,14.9117
20180424,9.65E-05,9.65E+00,9.65
20180425,4.79E-05,4.79E+00,4.79
20180426,6.23E-05,6.23E+00,6.23
20180427,4.04E-05,4.04E+00,4.04
20180430,6.08E-05,6.08E+00,6.08
20180501,8.82E-05,8.82E+00,8.82
20180502,3.82E-05,3.82E+00,3.82
20180503,5.00E-05,5.00E+00,5
20180504,4.65E-05,4.65E+00,4.65
20180507,4.66E-05,4.66E+00,4.66
20180508,5.88E-05,5.88E+00,5.88
20180509,5.45E-05,5.45E+00,5.45
20180510,3.66E-05,3.66E+00,3.66
20180511,4.52E-05,4.52E+00,4.52
